theta_bandpower_kurtosis_F_N2,theta_bandpower_kurtosis_C_N2,alpha_bandpower_kurtosis_F_N2,alpha_bandpower_kurtosis_C_N2,kurtosis_N2_C,delta_theta_mean_C_N3,delta_alpha_mean_C_N3,delta_theta_mean_F_N3,kurtosis_N2_F,delta_alpha_mean_F_N3,delta_bandpower_mean_F_N3,COUPL_OVERLAP_F,delta_bandpower_mean_C_N3,DENS_F,theta_bandpower_kurtosis_C_N3,delta_bandpower_kurtosis_C_N2,delta_theta_mean_O_N3,kurtosis_N3_C,delta_alpha_mean_O_N3,COUPL_OVERLAP_C,delta_bandpower_mean_O_N3,delta_bandpower_kurtosis_F_N2,DENS_C,sigma_bandpower_kurtosis_C_N2,alpha_bandpower_kurtosis_O_N2,alpha_bandpower_mean_C_N1,theta_alpha_mean_O_N1,alpha_bandpower_mean_F_N1
3.022106644433264,1.49761370326288,0.2082503303023545,0.041812854627213215,2.2001623972222437,2.2711677752662593,2.309658125418391,3.269906359274765,4.0149553559880875,3.3709046547385735,3.1207194387372685,1.3774663305041253,2.106142901556233,1.3707967417688158,0.9808283876026482,1.5358615185159006,2.3199845231430847,1.1539904151522946,2.270934351677293,1.4693470556114934,2.0914092986764024,2.197395534778334,1.2842046341901863,0.4390321387211835,0.4859308847317507,-0.5676307746276735,-0.9082748909484709,-0.6585473404954391
1.7373567251876376,1.715866599642833,2.3410896434207644,1.926261349979908,-0.6993900975800076,-1.044754126384671,-1.1391854771134586,-1.2278510159069258,-1.0630754954200505,-1.303157662824199,-1.1580430533008246,-0.2104087781147876,-1.0186192485607182,0.867339278123162,-0.6563351565947247,0.33119054377492807,-0.4426789948111812,0.07538745048860596,-0.6309477805626778,-0.2310835802519494,-0.5314436355930787,-0.19479474385642725,1.2025225071439936,0.6357273460070223,2.4358069922476635,0.08711515563141439,-0.9361062661156393,0.40326435472605865
1.0882342735997028,1.206047513805478,0.8967748649568326,0.6415166461952535,1.1285811708819995,0.3750510310630414,0.2766051270780027,0.14638748225337878,1.8502157963315637,-0.06946169350384646,0.5293042115423338,0.8737597250509959,0.6359464533831826,1.6473723364418977,-0.020232959871863354,1.2393508986841302,0.22793976615592268,0.7263596703170779,0.3857133281967033,-0.7318238901994663,0.5264997647232369,1.4747760143060349,-0.6640781573595478,-0.7016618311319183,0.2145574132830582,-0.2988672316334227,-0.3865223974019844,-0.27106169749226294
-0.048505203937500706,-0.3543856323221418,0.22460557306439674,0.2860915724967651,-0.23643264686980672,-0.009615070755762565,0.03365232053260771,0.17739626065087427,0.2066147350998914,0.21039565511036948,0.1877329741814978,-0.5414159759839869,-0.0043403916564023915,-0.6871719585063422,0.19882452734089986,-0.3381350162112297,0.08254639422276103,-0.06352208440417417,0.07418158832838392,-0.5388302290738608,0.035247704057669235,0.14317771809413968,-0.7501910468339335,-0.6145814735835556,1.018465438036167,0.054770743518174236,0.14375719750034294,-0.0931307403533366
-1.1376867929430532,-1.1752131079472128,-0.7039196618719885,-0.7805034093329289,-0.8461065489698337,-1.4913413756208183,-1.4065897194103592,-1.3439237839478784,-0.9170288871006186,-1.2711504695407332,-1.2569188585689512,-1.3377521331765536,-1.3718845395425439,-0.5089534004495041,-1.0891282323229643,-0.07755127750919939,-1.8070901937251254,-0.5084319535370448,-1.7447997625947576,-1.3681813674244356,-1.6893259915528163,-0.12079845305389986,-0.3649467899983702,-0.8287166650836918,-0.1251833767778953,2.1215524204530682,0.37958774783163135,2.158891709984966
1.0014618585628032,1.245185843647317,1.4591168931786485,1.500620714730987,1.9943094962994656,-0.06470082471981405,0.05972169353308652,0.10663054678389171,2.5122890950362002,0.2547201610058827,0.2503058478521482,0.9265289884794189,0.035741157094671606,1.592371180304432,1.2337882881611217,1.1824722977415891,-0.14164669800356458,3.1055568701365126,-0.11862599577820028,0.40005785207773337,-0.15967362182655878,1.2398128222153657,1.4701615440764466,0.4184026526923964,2.0304345676726303,0.5384362289015634,-0.5244732101916282,0.43817078909841367
-1.152634502912624,-1.3038358820190346,-1.0869083157025425,-1.1701923750768746,-1.0370826871995849,-0.5934870105115,-0.6141192698775736,-0.5437373728713163,-1.0677648986195905,-0.574715160390385,-0.5333225253714623,-0.6709405316719346,-0.5644720593669382,-0.3336784335085,-0.962321005318095,-0.7289683613695005,-0.7646388511151729,-0.885832875312913,-0.736966175892586,-0.9874100900685113,-0.7153550465094927,-0.6942390523296996,-0.671498607636228,-1.1252255898343269,-0.48676198952392374,-0.09234223707020832,0.20675561311954746,-0.17442122996296855
-0.4014134674011575,-0.1809010220408526,-0.1452830284566566,0.30897852235591733,-0.6413418446116212,-1.1581683356047887,-1.080545365186584,-0.9648244567267305,-0.579580028239463,-0.9312562081054031,-0.8481835231296707,2.5431873316956533,-1.0215611518052192,1.1531246908662751,-0.9827326656434185,-1.7762451060265838,-0.9333403973524379,-0.7723533005355998,-0.8777413340935902,1.3806742923916207,-0.8410293463147297,-1.4042419746210404,0.1919081840942117,-0.17920456443775826,0.4623580501251099,2.7110026504141005,1.3609129919560843,2.097936210767022
0.4738087984647073,-0.43445091218130283,0.024637157617985597,-0.8488929424220799,-0.1948026441819218,0.05226999013907041,0.10105368098351122,-0.03719192972902875,1.1643034289848788,0.0484779531321388,0.07960896034716608,1.5693545611529365,0.11694978436795822,0.9155984262192629,0.013787108499716087,-0.2247545824321047,0.23111158951634364,-0.35475218395622654,0.2912504576668492,0.8277735334912374,0.2940612759660581,0.3234561442564544,0.31902680014598883,-0.8988554724990164,-0.7133778138887374,0.14935327190157566,-0.08551397186616788,-0.08078284112006953
-0.29922751539049014,0.24031849681832126,-0.6151348676669528,-0.3353282235477739,-0.6555051711660276,-0.5782450508240464,-0.6020147586747108,-0.898727966149984,-1.0547447914199741,-0.8873834913028188,-0.8875180516946417,-1.0115421410735745,-0.6070315347070171,-0.9009348193549224,1.0615911180225595,-0.9746534427188488,0.13528855800557704,-0.07895808052563609,0.02304046884676122,-1.0082742696496578,-0.0007032962780424573,-1.1907851561984406,-0.8919610096956245,-0.46809979812919705,-0.7336214638989644,-0.09939861024414881,-0.49830814127704837,-0.06384381290255528
