SID,AMP_F,CHIRP_F,COUPL_ANGLE_F,COUPL_MAG_F,COUPL_OVERLAP_F,COUPL_PV_F,DENS_F,DISPERSION_F,DISPERSION_P_F,DUR_F,FFT_F,FRQ_F,FWHM_F,ISA_M_F,ISA_S_F,ISA_T_F,MINS_F,N_F,N01_F,N02_F,NE_F,NOSC_F,Q_F,SYMM_F,SYMM2_F,SO_F,SO_AMP_F,SO_DUR_F,SO_NEG_DUR_F,SO_P2P_F,SO_POS_DUR_F,SO_RATE_F,SO_SLOPE_NEG1_F,SO_SLOPE_NEG2_F,SO_SLOPE_POS1_F,SO_SLOPE_POS2_F,SO_TH_NEG_F,SO_TH_P2P_F,AMP_C,CHIRP_C,COUPL_ANGLE_C,COUPL_MAG_C,COUPL_OVERLAP_C,COUPL_PV_C,DENS_C,DISPERSION_C,DISPERSION_P_C,DUR_C,FFT_C,FRQ_C,FWHM_C,ISA_M_C,ISA_S_C,ISA_T_C,MINS_C,N_C,N01_C,N02_C,NE_C,NOSC_C,Q_C,SYMM_C,SYMM2_C,SO_C,SO_AMP_C,SO_DUR_C,SO_NEG_DUR_C,SO_P2P_C,SO_POS_DUR_C,SO_RATE_C,SO_SLOPE_NEG1_C,SO_SLOPE_NEG2_C,SO_SLOPE_POS1_C,SO_SLOPE_POS2_C,SO_TH_NEG_C,SO_TH_P2P_C,AMP_O,CHIRP_O,COUPL_ANGLE_O,COUPL_MAG_O,COUPL_OVERLAP_O,COUPL_PV_O,DENS_O,DISPERSION_O,DISPERSION_P_O,DUR_O,FFT_O,FRQ_O,FWHM_O,ISA_M_O,ISA_S_O,ISA_T_O,MINS_O,N_O,N01_O,N02_O,NE_O,NOSC_O,Q_O,SYMM_O,SYMM2_O,SO_O,SO_AMP_O,SO_DUR_O,SO_NEG_DUR_O,SO_P2P_O,SO_POS_DUR_O,SO_RATE_O,SO_SLOPE_NEG1_O,SO_SLOPE_NEG2_O,SO_SLOPE_POS1_O,SO_SLOPE_POS2_O,SO_TH_NEG_O,SO_TH_P2P_O
Do,353.60009693254347,-0.017962681507826,166.397713349902,0.1865391227007025,13.5,0.633802068983454,0.08163265306122444,2.2169290748237898,0.03816778759623945,1.38246153946154,13.3135516826923,12.986871882316649,0.36425641025641053,1308.4345433363205,15682.3547489466,224396.5241821785,171.5,14.0,32.0,24.5,343.0,18.1230769230769,0.4391903309255375,0.4910038061288205,0.22680608227237048,3750.5,-40.2674200077542,0.977124945701051,0.535908777056163,77.5903278163092,0.44121616864489,21.86880466472305,-239.02178733189947,228.551336591943,10472.133650539245,-207.24519386056852,-11.24227787872875,22.96972392865645,237.528085573581,-0.01721583491315695,124.462148046648,0.2634188523809095,12.5,0.422425970056198,0.0728862973760933,2.17118553960659,0.22641130326740674,1.109724026974025,13.4829038149351,13.026957010486349,0.352840909090909,602.1518592230229,9062.14416102193,103269.04385674905,171.5,12.5,27.0,23.5,343.0,14.443181818181799,0.360136638893628,0.4815610395612845,0.24878672748247,3796.5,-34.0442933592473,0.929005440193122,0.507120722489786,64.5669632017174,0.421884717703337,22.137026239067048,-203.6222554679675,189.562125829129,5962.508990375778,-173.84546467725698,-9.956154502281935,20.58573027490975,172.5823746730265,0.006072582679965951,347.686458661998,0.20428424164175463,25.0,0.5265288929074445,0.1690962099125363,1.632781026640675,0.08752410405815811,1.1667934792608694,13.357322803442049,13.1514010326506,0.3926358695652175,794.8779994055694,6285.273841476305,136321.5768980555,171.5,29.0,53.5,47.0,343.0,15.4501811594203,0.6003390754150351,0.515287636425047,0.2318131185192185,3511.0,-36.5100177041633,0.9529499886852499,0.51844924440273,67.57907960271595,0.4345007442825225,20.4723032069971,-219.7321296620085,204.209651276135,63438.928241351015,-181.15010493944902,-9.000931495192535,18.77364036591965
