SID,Dataset,AMP_C,CHIRP_C,COUPL_ANGLE_C,COUPL_MAG_C,COUPL_OVERLAP_C,COUPL_PV_C,DENS_C,DISPERSION_C,DISPERSION_P_C,DUR_C,FFT_C,FRQ_C,FWHM_C,ISA_M_C,ISA_S_C,ISA_T_C,MINS_C,N_C,N01_C,N02_C,NE_C,NOSC_C,Q_C,SYMM_C,SYMM2_C,SO_C,SO_AMP_C,SO_DUR_C,SO_NEG_DUR_C,SO_P2P_C,SO_POS_DUR_C,SO_RATE_C,SO_SLOPE_NEG1_C,SO_SLOPE_NEG2_C,SO_SLOPE_POS1_C,SO_SLOPE_POS2_C,SO_TH_NEG_C,SO_TH_P2P_C
A0001_4_165907,WSC,15.9246418015344,-0.012207933346794016,241.33593255977203,0.34988573548275353,151.0,9.373078819216073e-09,2.278688524590164,1.8392448259051812,4.855668959544039e-17,0.8315827348129496,12.797008486960431,12.242792658210561,0.484442446043165,313.046376054081,137.3800643115032,76383.31575719577,244.0,556.0,612.0,583.0,488.0,10.241007194244604,0.7536065544153345,0.4930879684188084,0.2585174250837484,5366.0,-19.54203414496008,0.6969418561311994,0.36059448378681064,35.03895924592321,0.33634737234439477,21.991803278688526,-145.75508696448762,136.79291286405265,106378.17742885568,-106.05456370705195,-11.34265812032124,23.17628449982947
