theta_bandpower_kurtosis_C_N2,alpha_bandpower_kurtosis_C_N2,kurtosis_N2_C,delta_theta_mean_C_N3,delta_alpha_mean_C_N3,delta_bandpower_mean_C_N3,theta_bandpower_kurtosis_C_N3,delta_bandpower_kurtosis_C_N2,kurtosis_N3_C,COUPL_OVERLAP_C,DENS_C,sigma_bandpower_kurtosis_C_N2,alpha_bandpower_mean_C_N1
1.49761370326288,0.041812854627213215,2.2001623972222437,2.2711677752662593,2.309658125418391,2.106142901556233,0.9808283876026482,1.5358615185159006,1.1539904151522946,1.4693470556114934,1.2842046341901863,0.4390321387211835,-0.5676307746276735
1.715866599642833,1.926261349979908,-0.6993900975800076,-1.044754126384671,-1.1391854771134586,-1.0186192485607182,-0.6563351565947247,0.33119054377492807,0.07538745048860596,-0.2310835802519494,1.2025225071439936,0.6357273460070223,0.08711515563141439
1.206047513805478,0.6415166461952535,1.1285811708819995,0.3750510310630414,0.2766051270780027,0.6359464533831826,-0.020232959871863354,1.2393508986841302,0.7263596703170779,-0.7318238901994663,-0.6640781573595478,-0.7016618311319183,-0.2988672316334227
-0.3543856323221418,0.2860915724967651,-0.23643264686980672,-0.009615070755762565,0.03365232053260771,-0.0043403916564023915,0.19882452734089986,-0.3381350162112297,-0.06352208440417417,-0.5388302290738608,-0.7501910468339335,-0.6145814735835556,0.054770743518174236
-1.1752131079472128,-0.7805034093329289,-0.8461065489698337,-1.4913413756208183,-1.4065897194103592,-1.3718845395425439,-1.0891282323229643,-0.07755127750919939,-0.5084319535370448,-1.3681813674244356,-0.3649467899983702,-0.8287166650836918,2.1215524204530682
1.245185843647317,1.500620714730987,1.9943094962994656,-0.06470082471981405,0.05972169353308652,0.035741157094671606,1.2337882881611217,1.1824722977415891,3.1055568701365126,0.40005785207773337,1.4701615440764466,0.4184026526923964,0.5384362289015634
-1.3038358820190346,-1.1701923750768746,-1.0370826871995849,-0.5934870105115,-0.6141192698775736,-0.5644720593669382,-0.962321005318095,-0.7289683613695005,-0.885832875312913,-0.9874100900685113,-0.671498607636228,-1.1252255898343269,-0.09234223707020832
-0.1809010220408526,0.30897852235591733,-0.6413418446116212,-1.1581683356047887,-1.080545365186584,-1.0215611518052192,-0.9827326656434185,-1.7762451060265838,-0.7723533005355998,1.3806742923916207,0.1919081840942117,-0.17920456443775826,2.7110026504141005
-0.43445091218130283,-0.8488929424220799,-0.1948026441819218,0.05226999013907041,0.10105368098351122,0.11694978436795822,0.013787108499716087,-0.2247545824321047,-0.35475218395622654,0.8277735334912374,0.31902680014598883,-0.8988554724990164,0.14935327190157566
0.24031849681832126,-0.3353282235477739,-0.6555051711660276,-0.5782450508240464,-0.6020147586747108,-0.6070315347070171,1.0615911180225595,-0.9746534427188488,-0.07895808052563609,-1.0082742696496578,-0.8919610096956245,-0.46809979812919705,-0.09939861024414881
0.02616360481723283,0.0983201528391448,0.8653731904927339,0.5614339737529689,0.5053978594473106,0.3905615578058106,-0.30571383679691877,1.5626698828646526,0.34745230962040907,-1.0395705390213776,0.026183947563511695,-0.9774915657167467,-0.14766489787077575
